"wc2.1_2.5m_bio_1","wc2.1_2.5m_bio_10","wc2.1_2.5m_bio_11","wc2.1_2.5m_bio_12","wc2.1_2.5m_bio_13","wc2.1_2.5m_bio_14","wc2.1_2.5m_bio_15","wc2.1_2.5m_bio_16","wc2.1_2.5m_bio_17","wc2.1_2.5m_bio_18","wc2.1_2.5m_bio_19","wc2.1_2.5m_bio_2","wc2.1_2.5m_bio_3","wc2.1_2.5m_bio_4","wc2.1_2.5m_bio_5","wc2.1_2.5m_bio_6","wc2.1_2.5m_bio_7","wc2.1_2.5m_bio_8","wc2.1_2.5m_bio_9","City"
10.1418333053589,22.538667678833,-3.18066668510437,953,104,40,26.6888256072998,300,152,300,152,10.4536666870117,26.8731784820557,1036.31701660156,29.4120006561279,-9.48799991607666,38.9000015258789,22.538667678833,-3.18066668510437,"Chicago"
11.6546669006348,23.5873336791992,-1.24799978733063,1017,113,58,20.9684181213379,317,192,302,192,11.2886667251587,29.52366065979,1001.14416503906,30.5359992980957,-7.69999980926514,38.2360000610352,21.5060005187988,-1.24799978733063,"Indianapolis"
17.9197368621826,22.1254386901855,14.1342105865479,327,74,1,102.027374267578,206,5,9,194,10.4342107772827,53.6971817016602,323.601623535156,27.4210529327393,7.98947381973267,19.4315795898438,14.581579208374,21.4517555236816,"Long Beach"
18.8444995880127,23.5659999847412,14.7199993133545,390,89,1,101.870948791504,247,6,10,224,12.9370002746582,57.1220397949219,361.834747314453,30.6359996795654,7.98799991607666,22.6479988098145,15.0633335113525,22.9306659698486,"Los Angeles"
15.0325517654419,18.533332824707,10.9875001907349,632,133,2,92.4751205444336,346,8,12,344,9.7109375,54.8059921264648,311.89990234375,24.3312511444092,6.61249971389771,17.7187519073486,11.8322916030884,18.1395835876465,"Oakland"
16.5683326721191,23.6780014038086,9.22533321380615,467,99,2,89.409294128418,254,9,9,249,13.6033334732056,45.654899597168,600.656799316406,33.7560005187988,3.96000003814697,29.7960014343262,10.8366670608521,23.6780014038086,"Sacramento"
17.9616661071777,22.1226673126221,14.3793334960938,291,60,1,91.7383804321289,172,5,9,149,9.77466678619385,52.9734840393066,314.243988037109,26.7399997711182,8.28800010681152,18.4519996643066,14.7040004730225,21.3373336791992,"San Diego"
14.1085004806519,17.1046657562256,10.6733331680298,813,169,2,92.8843231201172,444,10,14,444,9.57233333587646,57.4431915283203,266.533203125,22.9479999542236,6.28399991989136,16.6639995574951,10.6733331680298,16.5960006713867,"San Francisco"
16.2670001983643,21.2880001068115,11.0773334503174,392,79,1,88.4977569580078,204,5,8,197,13.3866662979126,55.1254615783691,421.979217529297,29.0839996337891,4.80000019073486,24.2840003967285,12.0486669540405,21.0573329925537,"San Jose"
9.36833381652832,19.957332611084,-0.314666599035263,406,68,9,61.9582366943359,182,32,182,32,15.6926670074463,40.9559097290039,825.149475097656,29.4440002441406,-8.87199974060059,38.3160018920898,19.957332611084,-0.314666599035263,"Colorado Springs"
10.666166305542,21.8866672515869,0.629999935626984,426,65,14,43.9832496643066,161,45,137,45,15.8003330230713,39.8756637573242,866.647338867188,31.8279991149902,-7.7960000038147,39.6240005493164,14.4800004959106,0.629999935626984,"Denver"
13.8358335494995,24.5979995727539,2.76733326911926,1050,104,69,11.8166179656982,293,230,285,230,11.5576667785645,32.8604202270508,884.486755371094,31.5559997558594,-3.6159999370575,35.1720008850098,22.4720001220703,2.76733326911926,"Washington"
22.0156669616699,31.5340003967285,12.9426670074463,244,31,2,46.3751754760742,81,15,57,78,16.6979999542236,45.989860534668,770.071411132812,40.8920021057129,4.58400011062622,36.3080024719238,14.3293333053589,25.0599994659424,"Mesa"
22.7668342590332,32.791332244873,13.3200006484985,200,30,2,48.1106834411621,72,12,53,59,16.1896667480469,44.2340621948242,802.8720703125,41.7280006408691,5.12799978256226,36.6000022888184,32.3199996948242,26.2413330078125,"Phoenix"
20.888500213623,30.0686664581299,12.0979995727539,305,56,5,61.0702934265137,141,20,115,74,15.6296663284302,45.72216796875,742.77197265625,38.2000007629395,4.01599979400635,34.1840019226074,29.5126667022705,24.3013343811035,"Tucson"
17.7686672210693,26.6720008850098,9.06333351135254,273,53,0,84.8611221313477,153,4,4,134,14.7160005569458,43.0745811462402,727.04541015625,37.1160011291504,2.9520001411438,34.1640014648438,10.9020004272461,26.6720008850098,"Fresno"
13.7566175460815,24.8666667938232,2.35294127464294,1106,107,75,10.6632928848267,303,251,294,251,10.5681371688843,30.2556972503662,912.504943847656,31.4294109344482,-3.5,34.9294128417969,24.1264705657959,2.35294127464294,"Baltimore"
10.3833332061768,21.8053035736084,-1.09621214866638,1130,105,83,7.89946317672729,306,256,262,288,10.9863634109497,30.0547122955322,926.148681640625,29.1272735595703,-7.42727279663086,36.5545463562012,1.43939387798309,19.259090423584,"Boston"
9.77750015258789,21.7673320770264,-2.69066667556763,875,90,48,18.7056293487549,255,166,252,167,9.60433387756348,26.3942337036133,992.350952148438,28.4799995422363,-7.90799999237061,36.3880004882812,20.9379997253418,-1.55266666412354,"Detroit"
20.9048328399658,27.4693336486816,13.5173330307007,1300,178,60,36.9150886535645,494,223,461,252,10.114333152771,39.5647506713867,570.165893554688,32.7000007629395,7.13600015640259,25.564001083374,27.2980003356934,17.9433326721191,"Jacksonville"
24.5995006561279,28.1966667175293,20.5126667022705,1499,243,49,53.2011299133301,593,171,555,171,7.89900016784668,47.9075736999512,316.813598632812,32.0519981384277,15.5640001296997,16.4879989624023,28.0393333435059,20.5126667022705,"Miami"
16.554500579834,25.5620002746582,7.01600027084351,1290,141,82,15.9321269989014,387,273,317,352,11.4376668930054,36.4861145019531,749.258483886719,31.7959995269775,0.448000013828278,31.3479995727539,8.68066692352295,21.7600002288818,"Atlanta"
13.7256669998169,24.5086669921875,3.35333323478699,242,45,10,53.0632400512695,110,32,95,32,16.1546669006348,41.6916122436523,857.894714355469,33.8360023498535,-4.91200017929077,38.7480010986328,23.5186672210693,3.35333323478699,"Albuquerque"
12.1702899932861,23.1565208435059,1.11376810073853,1204,115,77,10.3358211517334,327,267,317,267,9.43333339691162,27.9740409851074,893.576477050781,29.4869556427002,-4.23478269577026,33.721736907959,22.517391204834,1.11376810073853,"New York"
16.0651664733887,25.5393333435059,6.18000030517578,1155,115,76,10.8391208648682,313,266,307,284,12.4723329544067,37.567268371582,782.639404296875,32.3479995727539,-0.851999998092651,33.2000007629395,7.77400016784668,11.3120002746582,"Charlotte"
15.7791662216187,25.3979988098145,5.77533340454102,1149,119,76,15.0823602676392,337,239,327,272,12.6309995651245,37.664005279541,793.021301269531,32.3279991149902,-1.20800006389618,33.5359992980957,24.7759990692139,11.2406663894653,"Raleigh"
11.6746664047241,23.1339988708496,-0.509999990463257,965,108,54,22.3212261199951,312,184,302,184,11.6413335800171,31.3681106567383,956.376159667969,30.3159999847412,-6.7960000038147,37.1119995117188,21.0886669158936,-0.509999990463257,"Columbus"
15.3428335189819,24.7493324279785,5.7480001449585,1178,131,76,17.6337394714355,365,245,355,276,9.92700004577637,32.534740447998,771.845825195312,30.511999130249,0,30.511999130249,24.3880004882812,11.7153329849243,"Virginia Beach"
10.9905004501343,17.4053325653076,5.23733329772949,1012,161,25,55.542724609375,446,98,98,405,8.52633380889893,38.6366386413574,507.264221191406,23.9799995422363,1.91199994087219,22.0679988861084,5.56799983978271,17.4053325653076,"Seattle"
8.70149993896484,21.0939998626709,-4.43400001525879,817,97,31,32.1756134033203,275,121,275,121,9.94966697692871,25.6329002380371,1033.08740234375,27.9479999542236,-10.8680000305176,38.8160018920898,21.0939998626709,-4.43400001525879,"Milwaukee"
16.1725006103516,27.259334564209,4.50666666030884,916,140,32,40.7288703918457,334,119,250,119,12.5516672134399,33.1423416137695,919.172119140625,34.6720008850098,-3.20000004768372,37.8720016479492,21.0273342132568,4.50666666030884,"Oklahoma City"
15.7981662750244,26.949333190918,3.95333337783813,1023,140,38,34.6175270080566,349,143,269,143,12.8210000991821,33.468204498291,928.009094238281,34.3680000305176,-3.94000005722046,38.3079986572266,20.5819988250732,3.95333337783813,"Tulsa"
11.8421669006348,18.9979991912842,5.05599975585938,1048,166,19,58.417594909668,473,87,90,436,10.8549995422363,41.5709266662598,573.928466796875,27.2119998931885,1.10000002384186,26.1119995117188,5.43599987030029,18.9479999542236,"Portland"
12.9411668777466,24.0373344421387,1.59066653251648,1126,113,71,13.1153497695923,322,249,314,249,10.9730005264282,31.1414470672607,911.144714355469,30.9160003662109,-4.32000017166138,35.2360000610352,23.3473339080811,1.59066653251648,"Philadelphia"
7.70650005340576,21.8999996185303,-8.12600040435791,759,110,19,51.2013664245605,320,68,320,68,11.3703327178955,25.1578311920166,1213.98937988281,29.3999996185303,-15.7960004806519,45.1959991455078,21.8999996185303,-8.12600040435791,"Minneapolis"
13.2080001831055,25.5786666870117,-0.0400000400841236,1012,134,30,42.8112411499023,369,106,330,106,11.8900003433228,29.5095806121826,1031.94970703125,32.8959999084473,-7.39599990844727,40.2919998168945,23.3493328094482,-0.0400000400841236,"Kansas City"
10.5876665115356,23.8593330383301,-3.57466673851013,774,111,19,52.8008346557617,317,63,299,63,11.6700000762939,27.7566356658936,1105.59826660156,31.2040004730225,-10.8400001525879,42.0439987182617,21.6006660461426,-3.57466673851013,"Omaha"
20.0031661987305,31.4393329620361,9.3033332824707,113,16,2,41.4346351623535,43,13,27,37,14.5496664047241,37.3451385498047,902.556945800781,40.7400016784668,1.77999997138977,38.9600028991699,11.3926668167114,24.1599998474121,"Las Vegas"
16.7198333740234,27.0779991149902,5.60200023651123,1334,144,75,21.3725147247314,411,243,277,346,11.0869998931885,32.3123092651367,866.310485839844,33.4039993286133,-0.907999992370605,34.3120002746582,16.8526668548584,22.6533336639404,"Memphis"
15.1240005493164,25.5260009765625,4.09800004959106,1254,131,75,15.2491254806519,362,254,293,320,12.9280004501343,36.1723556518555,864.431335449219,32.7200012207031,-3.01999998092651,35.7400016784668,14.8893337249756,21.2666664123535,"Nashville"
20.1721668243408,28.5246658325195,11.0993328094482,826,121,46,34.2960510253906,285,150,197,151,11.9563331604004,38.2186813354492,708.298400878906,35.2400016784668,3.95600008964539,31.2840023040771,23.8073329925537,12.8226661682129,"Austin"
19.1576671600342,29.0093326568604,8.87066650390625,930,129,49,31.054407119751,315,168,201,170,11.7480001449585,34.5936393737793,815.358459472656,35.6599998474121,1.70000004768372,33.9599990844727,23.3333339691162,9.91266632080078,"Dallas"
17.8169994354248,27.5146675109863,7.93866682052612,226,44,5,69.957893371582,121,20,104,36,16.1426677703857,43.8611755371094,797.824096679688,36.1720008850098,-0.632000029087067,36.8040008544922,26.5986671447754,17.5820007324219,"El Paso"
18.9645004272461,28.8826675415039,8.60933399200439,853,121,45,31.471118927002,294,150,193,150,12.5130004882812,35.678035736084,820.160522460938,36.0120010375977,0.939999997615814,35.0720024108887,23.1873340606689,9.67466640472412,"Fort Worth"
20.9776668548584,28.3713340759277,12.7200002670288,1230,145,70,21.8486480712891,375,230,349,261,11.0473337173462,39.7271766662598,636.990905761719,34.1520004272461,6.3439998626709,27.8080005645752,27.0699996948242,17.2213325500488,"Houston"
20.7108325958252,28.5713329315186,11.9940004348755,790,112,42,35.5675849914551,274,130,208,132,12.1669998168945,40.1180419921875,674.05322265625,34.9640007019043,4.63599967956543,30.3280010223389,24.3159999847412,13.7326669692993,"San Antonio"
6.86359643936157,17.3035087585449,-3.81052613258362,1424,149,98,14.5585117340088,428,299,299,397,9.06754398345947,27.4249172210693,869.594604492188,23.310525894165,-9.75263118743896,33.0631561279297,-0.779824495315552,17.3035087585449,"Halifax"
5.25183343887329,19.7186660766602,-10.0753335952759,1247,132,69,17.6802062988281,375,246,369,250,10.5170001983643,23.7833557128906,1200.10949707031,27.3959999084473,-16.8239994049072,44.2200012207031,18.3306674957275,-8.81133365631104,"Québec"
6.74566650390625,20.4446678161621,-8.1966667175293,1009,97,62,12.6432619094849,284,208,277,221,9.92933368682861,23.5381507873535,1159.22082519531,27.3959999084473,-14.7880001068115,42.1839981079102,19.3586673736572,-6.89400005340576,"Montréal"
5.760666847229,19.4186668395996,-9.27733325958252,932,89,57,14.8969459533691,266,181,266,198,10.4773330688477,24.3749599456787,1163.34228515625,26.7240009307861,-16.2600002288818,42.984001159668,19.4186668395996,-8.10000038146973,"Ottawa - Gatineau"
8.05650043487549,20.1526660919189,-4.42999982833862,833,83,49,16.3659381866455,245,159,237,168,8.99366664886475,24.5755462646484,1004.23980712891,26.8559989929199,-9.73999977111816,36.5960006713867,19.5073337554932,-3.78333330154419,"Toronto"
9.17450046539307,20.9939994812012,-2.71866679191589,902,93,58,14.510570526123,261,182,247,188,8.65233325958252,24.4720363616943,968.650024414062,27.5879993438721,-7.76800012588501,35.3559989929199,20.3780002593994,-2.21200013160706,"Hamilton"
3.17766666412354,19.7700004577637,-15.1206665039062,557,96,15,58.8552093505859,259,56,259,56,11.3453330993652,22.3915157318115,1408.77990722656,27.6760005950928,-22.992000579834,50.6679992675781,19.7700004577637,-15.1206665039062,"Winnipeg"
4.44533348083496,16.0666656494141,-7.28600025177002,424,90,10,74.7999267578125,213,33,213,33,13.0566663742065,33.0648994445801,950.563903808594,24.2799987792969,-15.2080001831055,39.4879989624023,16.0666656494141,-7.28600025177002,"Calgary"
3.43716669082642,16.6940002441406,-10.9013338088989,471,95,14,71.0823135375977,247,54,247,57,10.6149997711182,25.5389270782471,1122.71179199219,23.5960006713867,-17.9680004119873,41.5640029907227,16.6940002441406,-8.8526668548584,"Edmonton"
10.4270000457764,17.521333694458,3.871333360672,1891,305,58,51.6612892150879,811,199,211,687,7.79333305358887,33.7256927490234,562.02685546875,23.5559997558594,0.448000013828278,23.1079998016357,4.30866670608521,17.3360004425049,"Vancouver"
